Index,Date,Price,Open,High,Low,Vol.,Change %
1278,2012-2-02,661.62,674.5,674.5,657.38,-,-1.93%
1279,2012-2-01,674.62,666.75,683.25,666.62,-,1.20%
1280,2012-1-31,666.62,645.25,667.38,644.88,-,3.53%
1281,2012-1-30,643.88,646.62,653.88,635.38,-,-0.52%
1282,2012-1-27,647.25,652.75,656.38,645.38,-,-0.90%
1283,2012-1-26,653.12,640.88,658.0,639.88,-,1.79%
1284,2012-1-25,641.62,632.88,648.75,629.62,-,1.26%
1285,2012-1-24,633.62,619.88,637.88,614.12,-,2.26%
1286,2012-1-23,619.62,613.62,620.5,613.62,-,1.47%
1287,2012-1-20,610.62,605.12,611.75,597.12,-,0.74%
1288,2012-1-19,606.12,592.38,606.38,591.88,-,2.36%
1289,2012-1-18,592.12,605.75,606.25,590.12,-,-2.11%
1290,2012-1-17,604.88,603.38,611.75,601.62,-,0.54%
1291,2012-1-13,601.62,603.88,609.88,599.12,-,-0.70%
1292,2012-1-12,605.88,641.38,648.62,592.0,-,-5.81%
1293,2012-1-11,643.25,639.12,643.25,632.5,-,0.57%
1294,2012-1-10,639.62,640.62,644.62,634.38,-,-0.43%
1295,2012-1-09,642.38,625.75,644.88,625.25,-,2.84%
1296,2012-1-06,624.62,629.38,636.88,624.62,-,-0.44%
1297,2012-1-05,627.38,649.12,650.12,627.12,-,-3.50%
1298,2012-1-04,650.12,656.38,661.12,645.62,-,-1.25%
1299,2012-1-03,658.38,665.88,670.5,654.0,-,0.80%
1300,2012-1-02,653.12,653.12,653.12,653.12,-,0.00%
1301,2011-12-30,653.12,644.38,654.38,642.62,-,1.24%
1302,2011-12-29,645.12,649.38,654.38,641.88,-,-0.85%
1303,2011-12-28,650.62,643.62,655.75,641.5,-,1.09%
1304,2011-12-27,643.62,629.12,646.88,628.88,-,3.52%
1305,2011-12-26,621.75,621.75,621.75,621.75,-,0.00%
1306,2011-12-25,621.75,621.75,621.75,621.75,-,-0.04%
1307,2011-12-23,622.0,620.62,627.62,618.62,-,0.08%
1308,2011-12-22,621.5,617.12,625.62,611.5,-,0.61%
1309,2011-12-21,617.75,606.62,617.88,600.62,-,1.79%
1310,2011-12-20,606.88,599.5,608.62,595.75,-,1.00%
1311,2011-12-19,600.88,585.88,603.12,581.88,-,3.04%
1312,2011-12-16,583.12,578.75,587.38,577.25,-,0.82%
1313,2011-12-15,578.38,582.62,587.75,578.38,-,-0.54%
1314,2011-12-14,581.5,600.38,602.62,579.62,-,-3.35%
1315,2011-12-13,601.62,594.12,608.88,593.38,-,1.30%
1316,2011-12-12,593.88,593.88,601.62,587.5,-,-0.27%
1317,2011-12-11,595.5,595.5,595.5,595.5,-,-0.10%
1318,2011-12-09,596.12,595.38,599.25,584.12,-,0.04%
1319,2011-12-08,595.88,600.0,602.88,591.25,-,-0.75%
1320,2011-12-07,600.38,612.38,615.38,598.88,-,-1.96%
1321,2011-12-06,612.38,611.38,616.88,600.38,-,0.08%
1322,2011-12-05,611.88,627.38,631.5,607.62,-,-2.35%
1323,2011-12-02,626.62,616.0,631.25,611.88,-,1.99%
1324,2011-12-01,614.38,615.0,624.88,605.88,-,-0.08%
1325,2011-11-30,614.88,613.88,629.0,607.38,-,0.00%
1326,2011-11-29,614.88,592.5,618.88,591.12,-,3.71%
1327,2011-11-28,592.88,595.12,603.38,590.12,-,3.29%
1328,2011-11-25,574.0,578.25,586.12,572.5,-,-0.99%
1329,2011-11-23,579.75,594.25,595.75,577.38,-,-2.42%
1330,2011-11-22,594.12,592.38,597.0,586.12,-,0.38%
1331,2011-11-21,591.88,598.62,601.62,584.62,-,-0.80%
1332,2011-11-18,596.62,593.25,602.38,586.62,-,0.80%
1333,2011-11-17,591.88,616.12,617.62,590.62,-,-4.09%
1334,2011-11-16,617.12,631.62,639.5,615.12,-,-2.35%
1335,2011-11-15,632.0,616.0,634.12,612.38,-,2.83%
1336,2011-11-14,614.62,616.88,622.0,610.5,-,-0.55%
1337,2011-11-11,618.0,619.75,625.62,609.62,-,-0.54%
1338,2011-11-10,621.38,641.62,648.5,618.88,-,-3.31%
1339,2011-11-09,642.62,655.62,657.62,633.75,-,-2.36%
1340,2011-11-08,658.12,639.0,659.12,636.75,-,2.99%
1341,2011-11-07,639.0,638.88,640.62,630.12,-,0.57%
1342,2011-11-04,635.38,634.88,639.88,623.5,-,0.12%
1343,2011-11-03,634.62,623.75,644.12,620.25,-,1.64%
1344,2011-11-02,624.38,625.88,638.12,620.38,-,-0.28%
1345,2011-11-01,626.12,629.62,633.75,612.5,-,-0.50%
1346,2011-10-31,629.25,647.5,647.88,619.5,-,-2.84%
1347,2011-10-30,647.62,644.75,647.88,644.75,-,0.23%
1348,2011-10-28,646.12,643.25,652.62,636.38,-,0.54%
1349,2011-10-27,642.62,621.5,647.62,621.5,-,3.42%
1350,2011-10-26,621.38,636.0,643.38,616.62,-,-2.20%
1351,2011-10-25,635.38,642.38,646.88,634.25,-,-1.09%
1352,2011-10-24,642.38,633.25,646.88,632.62,-,1.36%
1353,2011-10-23,633.75,631.88,633.75,630.75,-,0.50%
1354,2011-10-21,630.62,631.5,649.62,628.38,-,-0.04%
1355,2011-10-20,630.88,616.88,632.88,613.75,-,2.25%
1356,2011-10-19,617.0,629.75,636.88,616.75,-,-2.01%
1357,2011-10-18,629.62,624.62,630.88,613.12,-,0.76%
1358,2011-10-17,624.88,622.25,634.12,620.12,-,0.56%
1359,2011-10-16,621.38,623.88,626.38,621.38,-,-0.40%
1360,2011-10-14,623.88,622.12,632.88,612.5,-,0.34%
1361,2011-10-13,621.75,624.12,630.38,605.5,-,-0.34%
1362,2011-10-12,623.88,658.12,662.5,620.12,-,-5.11%
1363,2011-10-11,657.5,614.75,665.12,612.5,-,6.98%
1364,2011-10-10,614.62,612.62,628.62,610.62,-,0.41%
1365,2011-10-09,612.12,607.62,613.12,606.62,-,0.53%
1366,2011-10-07,608.88,615.25,622.88,606.38,-,-1.02%
1367,2011-10-06,615.12,626.5,639.38,613.5,-,-1.80%
1368,2011-10-05,626.38,611.0,628.62,607.38,-,2.50%
1369,2011-10-04,611.12,615.75,620.62,597.0,-,-0.77%
1370,2011-10-03,615.88,612.25,622.75,596.88,-,0.57%
1371,2011-10-02,612.38,609.12,613.75,608.62,-,1.05%
1372,2011-9-30,606.0,658.62,661.25,605.38,-,-7.97%
1373,2011-9-29,658.5,632.75,661.38,627.38,-,4.07%
1374,2011-9-28,632.75,651.75,657.38,632.75,-,-3.01%
1375,2011-9-27,652.38,654.62,669.62,650.38,-,-0.32%
1376,2011-9-26,654.5,644.75,655.25,624.88,-,1.30%
1377,2011-9-25,646.12,646.38,647.62,643.88,-,0.54%
1378,2011-9-23,642.62,637.75,649.38,634.12,-,0.78%
1379,2011-9-22,637.62,662.62,662.62,632.62,-,-3.70%
1380,2011-9-21,662.12,673.38,682.62,661.0,-,-1.63%
1381,2011-9-20,673.12,676.38,687.62,672.25,-,-0.52%
1382,2011-9-19,676.62,688.62,688.62,667.12,-,-1.72%
1383,2011-9-18,688.5,688.38,691.0,687.0,-,-0.70%
1384,2011-9-16,693.38,698.38,705.0,689.75,-,-0.63%
1385,2011-9-15,697.75,704.75,704.88,686.25,-,-0.89%
1386,2011-9-14,704.0,703.75,712.5,698.12,-,0.02%
1387,2011-9-13,703.88,730.88,731.88,696.25,-,-3.79%
1388,2011-9-12,731.62,727.75,734.88,711.62,-,0.50%
1389,2011-9-11,728.0,730.12,730.12,726.62,-,-0.15%
1390,2011-9-09,729.12,738.25,742.12,727.12,-,-1.22%
1391,2011-9-08,738.12,753.0,753.62,733.62,-,-2.04%
1392,2011-9-07,753.5,763.62,772.75,748.12,-,-1.33%
1393,2011-9-06,763.62,765.88,770.25,750.12,-,-0.26%
1394,2011-9-05,765.62,776.62,776.62,762.88,-,-1.32%
1395,2011-9-02,775.88,765.12,777.88,758.12,-,1.40%
1396,2011-9-01,765.12,787.88,789.12,758.38,-,-2.92%
1397,2011-8-31,788.12,786.0,793.88,775.38,-,0.29%
1398,2011-8-30,785.88,789.62,795.5,781.38,-,-0.49%
1399,2011-8-29,789.75,770.25,805.62,765.25,-,2.48%
1400,2011-8-28,770.62,761.75,770.62,761.75,-,1.13%
1401,2011-8-26,762.0,753.5,768.62,747.38,-,1.01%
1402,2011-8-25,754.38,746.38,763.88,735.88,-,1.04%
1403,2011-8-24,746.62,755.0,763.88,745.38,-,-1.11%
1404,2011-8-23,755.0,737.38,758.75,737.38,-,2.36%
1405,2011-8-22,737.62,732.12,746.5,732.12,-,0.75%
1406,2011-8-21,732.12,734.62,734.62,730.88,-,0.05%
1407,2011-8-19,731.75,706.12,733.38,701.12,-,3.63%
1408,2011-8-18,706.12,725.62,725.75,700.5,-,-2.67%
1409,2011-8-17,725.5,725.75,739.25,722.62,-,-0.02%
1410,2011-8-16,725.62,710.5,732.5,704.5,-,2.15%
1411,2011-8-15,710.38,711.38,721.12,707.5,-,-0.11%
1412,2011-8-14,711.12,705.38,711.75,704.88,-,1.07%
1413,2011-8-12,703.62,703.5,718.62,696.38,-,0.07%
1414,2011-8-11,703.12,684.88,719.88,680.38,-,2.72%
1415,2011-8-10,684.5,683.12,690.75,676.62,-,0.24%
1416,2011-8-09,682.88,651.62,687.12,643.62,-,4.76%
1417,2011-8-08,651.88,673.5,677.38,642.5,-,-3.23%
1418,2011-8-07,673.62,666.75,675.75,665.62,-,-0.61%
1419,2011-8-05,677.75,673.12,682.38,665.62,-,0.71%
1420,2011-8-04,673.0,705.5,706.25,667.5,-,-4.52%
1421,2011-8-03,704.88,715.25,718.62,703.38,-,-1.47%
1422,2011-8-02,715.38,680.88,722.5,667.75,-,5.05%
1423,2011-8-01,681.0,674.5,690.38,670.12,-,0.91%
1424,2011-7-31,674.88,671.12,676.0,670.38,-,0.30%
1425,2011-7-29,672.88,697.88,699.75,670.0,-,-3.51%
1426,2011-7-28,697.38,700.0,714.62,692.38,-,-0.36%
1427,2011-7-27,699.88,692.25,712.12,686.25,-,1.12%
1428,2011-7-26,692.12,687.75,698.88,679.38,-,0.65%
1429,2011-7-25,687.62,683.75,695.12,671.62,-,0.59%
1430,2011-7-24,683.62,684.0,687.75,681.5,-,-1.41%
1431,2011-7-22,693.38,680.25,693.38,669.5,-,1.85%
1432,2011-7-21,680.75,687.5,702.25,672.0,-,-0.96%
1433,2011-7-20,687.38,701.0,707.12,685.12,-,-1.89%
1434,2011-7-19,700.62,693.75,727.5,689.25,-,1.01%
1435,2011-7-18,693.62,681.5,694.62,676.25,-,1.80%
1436,2011-7-17,681.38,694.5,695.38,680.12,-,-2.01%
1437,2011-7-15,695.38,707.62,715.62,692.75,-,-1.77%
1438,2011-7-14,707.88,716.25,720.25,690.5,-,-1.13%
1439,2011-7-13,716.0,667.5,719.12,665.12,-,7.27%
1440,2011-7-12,667.5,638.25,676.0,617.62,-,4.60%
1441,2011-7-11,638.12,647.38,649.88,626.88,-,-1.43%
1442,2011-7-10,647.38,655.25,655.25,646.25,-,-0.40%
1443,2011-7-08,650.0,634.75,657.25,633.62,-,2.32%
1444,2011-7-07,635.25,623.62,639.88,619.25,-,1.78%
1445,2011-7-06,624.12,635.38,639.38,620.12,-,-1.75%
1446,2011-7-05,635.25,625.38,640.88,623.12,-,1.54%
1447,2011-7-04,625.62,611.12,625.88,611.12,-,2.29%
1448,2011-7-01,611.62,600.5,623.0,592.88,-,1.87%
1449,2011-6-30,600.38,674.75,677.75,596.0,-,-11.06%
1450,2011-6-29,675.0,680.62,696.88,662.12,-,-0.84%
1451,2011-6-28,680.75,657.88,682.0,653.38,-,3.52%
1452,2011-6-27,657.62,653.12,658.88,642.62,-,0.71%
1453,2011-6-26,653.0,661.25,661.25,652.62,-,3.38%
1454,2011-6-24,631.62,645.88,659.0,631.62,-,-2.19%
1455,2011-6-23,645.75,636.75,651.88,606.12,-,1.39%
1456,2011-6-22,636.88,677.38,680.25,617.38,-,-5.96%
1457,2011-6-21,677.25,658.38,680.62,655.88,-,2.85%
1458,2011-6-20,658.5,673.88,674.62,656.12,-,-2.30%
1459,2011-6-19,674.0,673.75,675.12,671.88,-,0.32%
1460,2011-6-17,671.88,671.25,683.62,664.12,-,0.15%
1461,2011-6-16,670.88,711.0,712.88,666.25,-,-5.69%
1462,2011-6-15,711.38,732.0,734.12,701.25,-,-2.80%
1463,2011-6-14,731.88,745.88,746.75,714.5,-,-1.98%
1464,2011-6-13,746.62,766.38,768.62,740.38,-,-2.59%
1465,2011-6-12,766.5,760.62,769.88,760.62,-,0.87%
1466,2011-6-10,759.88,748.5,763.38,738.12,-,1.57%
1467,2011-6-09,748.12,752.0,769.5,739.62,-,-0.50%
1468,2011-6-08,751.88,741.62,759.12,731.88,-,1.42%
1469,2011-6-07,741.38,746.62,746.88,731.38,-,-0.62%
1470,2011-6-06,746.0,774.88,777.38,741.25,-,-3.77%
1471,2011-6-05,775.25,772.25,777.88,772.0,-,0.31%
1472,2011-6-03,772.88,772.25,780.88,759.25,-,0.05%
1473,2011-6-02,772.5,761.62,774.12,758.62,-,1.44%
1474,2011-6-01,761.5,787.12,787.62,754.38,-,-3.26%
1475,2011-5-31,787.12,792.62,806.38,773.0,-,-0.71%
1476,2011-5-30,792.75,793.5,794.88,784.62,-,-3.40%
1477,2011-5-27,820.62,819.0,826.88,803.62,-,0.21%
1478,2011-5-26,818.88,802.38,828.5,802.0,-,1.99%
1479,2011-5-25,802.88,787.62,802.88,778.12,-,1.92%
1480,2011-5-24,787.75,797.5,809.5,777.75,-,-1.25%
1481,2011-5-23,797.75,820.38,820.38,785.75,-,-2.73%
1482,2011-5-22,820.12,816.62,820.88,812.38,-,1.67%
1483,2011-5-20,806.62,808.75,818.75,791.12,-,-0.25%
1484,2011-5-19,808.62,819.25,834.38,805.12,-,-1.24%
1485,2011-5-18,818.75,771.5,826.75,767.62,-,6.14%
1486,2011-5-17,771.38,736.0,773.88,731.88,-,4.79%
1487,2011-5-16,736.12,738.75,747.25,730.62,-,-0.37%
1488,2011-5-15,738.88,730.5,742.12,730.5,-,1.34%
1489,2011-5-13,729.12,738.62,749.0,723.25,-,-1.27%
1490,2011-5-12,738.5,759.62,764.75,728.88,-,-2.76%
1491,2011-5-11,759.5,799.75,804.38,756.62,-,-5.05%
1492,2011-5-10,799.88,792.75,816.38,792.12,-,0.93%
1493,2011-5-09,792.5,774.5,797.5,769.25,-,2.46%
1494,2011-5-08,773.5,766.38,777.75,763.62,-,2.60%
1495,2011-5-06,753.88,752.88,777.5,740.25,-,0.07%
1496,2011-5-05,753.38,772.62,780.5,749.0,-,-2.44%
1497,2011-5-04,772.25,793.0,794.25,768.12,-,-2.60%
1498,2011-5-03,792.88,795.75,799.62,782.25,-,-0.35%
1499,2011-5-02,795.62,801.25,824.38,789.62,-,-0.67%
1500,2011-5-01,801.0,801.38,803.75,790.5,-,-0.39%
1501,2011-4-29,804.12,770.38,805.38,768.38,-,4.43%
1502,2011-4-28,770.0,818.12,820.25,767.62,-,-6.00%
1503,2011-4-27,819.12,850.62,852.88,800.38,-,-3.73%
1504,2011-4-26,850.88,862.12,862.75,834.25,-,-1.28%
1505,2011-4-25,861.88,849.12,864.75,845.88,-,1.47%
1506,2011-4-24,849.38,847.25,849.62,842.63,-,1.81%
1507,2011-4-22,834.25,834.25,834.25,834.25,-,0.04%
1508,2011-4-21,833.88,824.0,834.88,816.0,-,1.21%
1509,2011-4-20,823.88,824.88,843.38,816.38,-,-0.12%
1510,2011-4-19,824.88,815.38,829.62,810.5,-,1.20%
1511,2011-4-18,815.12,782.12,818.0,775.88,-,4.15%
1512,2011-4-17,782.62,779.5,782.62,776.25,-,5.12%
1513,2011-4-15,744.5,745.75,748.62,730.25,-,-0.13%
1514,2011-4-14,745.5,758.12,758.62,734.25,-,-1.81%
1515,2011-4-13,759.25,757.38,769.62,741.75,-,0.21%
1516,2011-4-12,757.62,800.12,800.25,750.62,-,-5.31%
1517,2011-4-11,800.12,807.25,808.88,786.5,-,-0.85%
1518,2011-4-10,807.0,803.38,808.88,803.38,-,0.95%
1519,2011-4-08,799.38,775.0,801.75,766.88,-,3.16%
1520,2011-4-07,774.88,778.38,792.0,757.12,-,-0.47%
1521,2011-4-06,778.5,784.88,792.38,776.12,-,-0.78%
1522,2011-4-05,784.62,789.38,798.12,778.62,-,-0.62%
1523,2011-4-04,789.5,766.88,792.88,766.38,-,3.00%
1524,2011-4-03,766.5,764.88,769.38,764.62,-,0.81%
1525,2011-4-01,760.38,759.75,773.62,745.12,-,0.16%
1526,2011-3-31,759.12,726.88,773.25,722.25,-,4.44%
1527,2011-3-30,726.88,738.75,741.62,723.25,-,-1.62%
1528,2011-3-29,738.88,722.38,741.62,721.88,-,2.18%
1529,2011-3-28,723.12,739.5,739.62,721.12,-,-2.23%
1530,2011-3-27,739.62,735.88,739.62,735.5,-,0.66%
1531,2011-3-25,734.75,743.12,752.38,726.62,-,-1.03%
1532,2011-3-24,742.38,713.5,743.62,710.12,-,4.05%
1533,2011-3-23,713.5,726.38,728.62,706.12,-,-1.62%
1534,2011-3-22,725.25,718.5,729.88,705.5,-,0.92%
1535,2011-3-21,718.62,737.62,738.25,717.38,-,-2.74%
1536,2011-3-20,738.88,724.12,741.38,719.88,-,1.93%
1537,2011-3-18,724.88,715.88,748.88,714.5,-,1.33%
1538,2011-3-17,715.38,671.38,718.62,667.38,-,6.51%
1539,2011-3-16,671.62,680.12,697.38,656.5,-,-1.34%
1540,2011-3-15,680.75,722.0,723.38,661.12,-,-5.73%
1541,2011-3-14,722.12,712.25,729.88,706.12,-,1.26%
1542,2011-3-13,713.12,719.5,719.62,710.62,-,-0.59%
1543,2011-3-11,717.38,737.62,740.25,704.12,-,-2.99%
1544,2011-3-10,739.5,762.88,765.62,734.25,-,-2.62%
1545,2011-3-09,759.38,782.12,788.88,749.88,-,-2.80%
1546,2011-3-08,781.25,801.62,803.12,778.38,-,-2.33%
1547,2011-3-07,799.88,831.38,833.5,798.38,-,-3.93%
1548,2011-3-04,832.62,821.25,836.88,813.75,-,1.12%
1549,2011-3-03,823.38,810.12,826.38,804.62,-,1.48%
1550,2011-3-02,811.38,809.88,829.88,796.38,-,0.06%
1551,2011-3-01,810.88,819.25,823.12,797.38,-,-0.67%
1552,2011-2-28,816.38,819.62,820.62,799.25,-,0.34%
1553,2011-2-25,813.62,783.88,828.62,783.88,-,4.16%
1554,2011-2-24,781.12,799.62,804.38,776.62,-,-2.01%
1555,2011-2-23,797.12,793.75,801.25,757.62,-,0.09%
1556,2011-2-22,796.38,858.88,869.13,795.38,-,-7.01%
1557,2011-2-18,856.38,883.75,885.5,850.75,-,-3.07%
1558,2011-2-17,883.5,870.25,885.25,870.25,-,5.51%
1559,2011-2-16,837.38,843.62,848.75,825.62,-,-0.34%
1560,2011-2-15,840.25,873.0,873.62,830.88,-,-3.68%
1561,2011-2-14,872.38,875.62,884.38,869.62,-,0.55%
1562,2011-2-11,867.62,865.88,871.13,855.63,-,0.73%
1563,2011-2-10,861.38,885.75,885.75,861.38,-,-3.03%
1564,2011-2-09,888.25,876.75,892.38,875.75,-,1.64%
1565,2011-2-08,873.88,859.88,880.63,844.25,-,1.75%
1566,2011-2-07,858.88,861.12,869.38,851.63,-,0.51%
1567,2011-2-04,854.5,859.38,864.62,842.62,-,-0.45%
1568,2011-2-03,858.38,862.63,872.5,847.13,-,-0.52%
1569,2011-2-02,862.88,836.12,864.38,835.5,-,3.29%
1570,2011-2-01,835.38,843.5,844.88,831.62,-,-0.39%
1571,2011-1-31,838.63,824.12,847.62,823.12,-,1.70%
1572,2011-1-28,824.62,847.38,849.12,824.62,-,-2.66%
1573,2011-1-27,847.13,858.38,863.38,845.63,-,-1.14%
1574,2011-1-26,856.88,840.62,861.12,839.5,-,2.15%
1575,2011-1-25,838.88,835.62,838.88,820.88,-,0.36%
1576,2011-1-24,835.88,829.0,839.13,823.62,-,1.36%
1577,2011-1-23,824.62,824.62,824.62,824.62,-,-0.02%
1578,2011-1-21,824.75,805.12,829.88,798.75,-,2.79%
1579,2011-1-20,802.38,797.88,805.5,782.75,-,0.47%
1580,2011-1-19,798.62,793.0,807.88,792.88,-,0.66%
1581,2011-1-18,793.38,775.88,793.88,773.62,-,2.59%
1582,2011-1-17,773.38,773.38,773.38,773.38,-,-0.06%
1583,2011-1-14,773.88,784.25,784.75,763.12,-,-0.96%
1584,2011-1-13,781.38,775.62,787.12,769.62,-,1.00%
1585,2011-1-12,773.62,761.62,789.88,760.38,-,1.98%
1586,2011-1-11,758.62,770.38,776.88,758.62,-,-1.04%
1587,2011-1-10,766.62,777.12,783.0,766.62,-,-0.71%
1588,2011-1-07,772.12,788.62,793.75,772.12,-,-2.03%
1589,2011-1-06,788.12,809.0,809.5,788.0,-,-2.69%
1590,2011-1-05,809.88,793.38,809.88,776.62,-,2.78%
1591,2011-1-04,788.0,803.25,808.75,783.38,-,-2.14%
1592,2011-1-03,805.25,793.12,824.5,793.12,-,1.59%
1593,2010-12-31,792.62,786.12,795.62,781.12,-,1.00%
1594,2010-12-30,784.75,798.75,798.75,776.88,-,-1.80%
1595,2010-12-29,799.12,799.62,806.12,786.5,-,0.00%
1596,2010-12-28,799.12,779.75,801.88,779.5,-,2.47%
1597,2010-12-27,779.88,773.62,783.5,768.5,-,-0.35%
1598,2010-12-24,782.62,782.62,782.62,782.62,-,-0.13%
1599,2010-12-23,783.62,784.88,788.12,776.12,-,0.00%
1600,2010-12-22,783.62,763.5,785.12,756.38,-,2.48%
1601,2010-12-21,764.62,770.38,771.62,762.25,-,-0.68%
1602,2010-12-20,769.88,760.25,776.38,759.88,-,1.63%
1603,2010-12-17,757.5,752.88,757.5,742.38,-,1.02%
1604,2010-12-16,749.88,764.25,766.5,746.62,-,-1.83%
1605,2010-12-15,763.88,761.0,776.38,759.75,-,0.33%
1606,2010-12-14,761.38,779.88,781.5,754.88,-,-2.45%
1607,2010-12-13,780.5,773.88,784.75,766.38,-,0.66%
1608,2010-12-12,775.38,775.38,775.38,775.38,-,-0.06%
1609,2010-12-10,775.88,788.75,797.88,774.12,-,-1.65%
1610,2010-12-09,788.88,785.5,790.12,779.75,-,0.61%
1611,2010-12-08,784.12,780.62,792.38,766.38,-,0.13%
1612,2010-12-07,783.12,795.75,808.25,777.12,-,-1.37%
1613,2010-12-06,794.0,786.25,798.62,774.38,-,1.75%
1614,2010-12-03,780.38,756.12,781.88,754.75,-,4.31%
1615,2010-12-02,748.12,742.38,767.12,732.75,-,1.29%
1616,2010-12-01,738.62,692.62,744.88,691.12,-,7.11%
1617,2010-11-30,689.62,692.25,697.88,686.12,-,-0.25%
1618,2010-11-29,691.38,689.12,701.25,687.12,-,0.69%
1619,2010-11-26,686.62,686.38,692.62,683.75,-,0.16%
1620,2010-11-24,685.5,682.88,688.25,681.12,-,1.01%
1621,2010-11-23,678.62,686.75,690.88,673.5,-,-0.84%
1622,2010-11-22,684.38,684.0,691.88,678.75,-,0.31%
1623,2010-11-19,682.25,648.12,696.75,639.38,-,5.63%
1624,2010-11-18,645.88,634.12,657.25,634.12,-,2.09%
1625,2010-11-17,632.62,627.5,646.88,619.38,-,1.00%
1626,2010-11-16,626.38,670.88,673.88,624.5,-,-6.53%
1627,2010-11-15,670.12,674.75,684.62,667.62,-,0.19%
1628,2010-11-12,668.88,704.88,710.38,661.38,-,-5.04%
1629,2010-11-11,704.38,708.25,722.5,701.88,-,-0.70%
1630,2010-11-10,709.38,721.5,723.38,698.75,-,-1.53%
1631,2010-11-09,720.38,735.75,760.38,717.75,-,-2.27%
1632,2010-11-08,737.12,729.75,738.62,721.38,-,1.10%
1633,2010-11-05,729.12,720.88,731.12,705.12,-,1.18%
1634,2010-11-04,720.62,694.62,722.75,693.0,-,3.67%
1635,2010-11-03,695.12,695.75,699.25,680.62,-,-0.11%
1636,2010-11-02,695.88,706.62,712.12,692.62,-,-1.56%
1637,2010-11-01,706.88,727.12,727.88,701.38,-,-2.82%
1638,2010-10-31,727.38,725.0,727.38,719.62,-,1.62%
1639,2010-10-29,715.75,718.62,724.88,711.75,-,-0.40%
1640,2010-10-28,718.62,704.5,721.38,701.25,-,2.06%
1641,2010-10-27,704.12,699.62,707.12,687.88,-,0.61%
1642,2010-10-26,699.88,675.38,700.75,670.75,-,3.65%
1643,2010-10-25,675.25,675.75,684.62,670.12,-,0.09%
1644,2010-10-24,674.62,669.5,676.12,669.25,-,0.67%
1645,2010-10-22,670.12,671.12,675.88,665.12,-,-0.04%
1646,2010-10-21,670.38,692.12,692.38,667.38,-,-3.09%
1647,2010-10-20,691.75,674.75,691.75,674.12,-,2.52%
1648,2010-10-19,674.75,693.62,696.38,668.62,-,-2.58%
