Feb;17;2016;468.88;464.50;470.00;462.75;0.97;;;;;;;
Feb;16;2016;464.38;460.75;465.00;459.88;1.53;;;;;;;
Feb;12;2016;457.38;458.88;462.00;455.12;-0.22;;;;;;;
Feb;11;2016;458.38;460.38;465.75;457.88;-0.60;;;;;;;
Feb;10;2016;461.12;458.12;462.75;456.62;0.82;;;;;;;
Feb;9;2016;457.38;459.12;460.25;455.12;-0.22;;;;;;;
Feb;8;2016;458.38;466.25;468.88;457.75;-1.77;;;;;;;
Feb;5;2016;466.62;473.50;474.12;465.75;-1.27;;;;;;;
Feb;4;2016;472.62;479.12;482.50;472.62;-1.51;;;;;;;
Feb;3;2016;479.88;475.62;480.12;474.62;0.95;;;;;;;
Feb;2;2016;475.38;475.75;483.00;473.25;-0.05;;;;;;;
Feb;1;2016;475.62;476.25;477.25;471.38;-0.78;;;;;;;
Jan;29;2016;479.38;472.25;479.38;470.88;1.54;;;;;;;
Jan;28;2016;472.12;476.75;476.88;470.62;-0.89;;;;;;;
Jan;27;2016;476.38;484.25;485.75;473.62;-1.80;;;;;;;
Jan;26;2016;485.12;481.62;488.50;478.12;0.83;;;;;;;
Jan;25;2016;481.12;475.75;483.75;475.75;1.21;;;;;;;
Jan;22;2016;475.38;474.75;479.75;472.62;0.00;;;;;;;
Jan;21;2016;475.38;472.38;480.00;470.50;0.80;;;;;;;
Jan;20;2016;471.62;473.00;475.38;467.38;-0.58;;;;;;;
Jan;19;2016;474.38;475.25;478.88;470.62;0.21;;;;;;;
Jan;17;2016;473.38;473.38;473.38;473.38;0.00;;;;;;;
Jan;15;2016;473.38;469.00;474.62;465.12;0.96;;;;;;;
Jan;14;2016;468.88;477.75;477.88;468.12;-1.88;;;;;;;
Jan;13;2016;477.88;480.25;483.75;476.62;-0.73;;;;;;;
Jan;12;2016;481.38;470.00;483.12;463.88;2.61;;;;;;;
Jan;11;2016;469.12;481.00;481.12;466.62;-1.93;;;;;;;
Jan;8;2016;478.38;468.12;479.62;467.62;2.14;;;;;;;
Jan;7;2016;468.38;463.50;468.88;456.38;1.24;;;;;;;
Jan;6;2016;462.62;461.50;465.62;457.00;0.27;;;;;;;
Jan;5;2016;461.38;460.38;464.62;458.62;0.65;;;;;;;
Jan;4;2016;458.38;472.50;472.50;456.12;-2.34;;;;;;;
Dec;31;2015;469.38;469.88;472.25;468.88;-0.05;;;;;;;
Dec;30;2015;469.62;476.38;479.12;469.38;-1.31;;;;;;;
Dec;29;2015;475.88;467.38;476.62;467.38;1.98;;;;;;;
Dec;28;2015;466.62;467.50;472.38;465.88;-0.29;;;;;;;
Dec;27;2015;468.00;468.00;468.00;468.00;0.00;;;;;;;
Dec;24;2015;468.00;468.62;471.62;467.38;-0.35;;;;;;;
Dec;23;2015;469.62;472.62;474.88;468.38;-0.42;;;;;;;
Dec;22;2015;471.62;479.50;482.62;471.62;-1.57;;;;;;;
Dec;21;2015;479.12;485.75;490.88;478.38;-1.44;;;;;;;
Dec;18;2015;486.12;486.12;498.88;481.38;0.46;;;;;;;
Dec;17;2015;483.88;483.50;488.12;472.38;0.10;;;;;;;
Dec;16;2015;483.38;493.12;496.75;483.38;-2.13;;;;;;;
Dec;15;2015;493.88;493.38;497.88;486.38;0.10;;;;;;;
Dec;14;2015;493.38;491.38;496.88;488.62;0.61;;;;;;;
Dec;11;2015;490.38;494.75;497.88;487.62;-1.01;;;;;;;
Dec;10;2015;495.38;488.88;497.88;485.62;1.17;;;;;;;
Dec;9;2015;489.62;481.62;491.12;481.50;1.71;;;;;;;
Dec;8;2015;481.38;481.50;483.62;476.62;-0.31;;;;;;;
Dec;7;2015;482.88;489.38;492.88;482.12;-0.36;;;;;;;
Dec;4;2015;484.62;479.25;484.88;478.38;1.31;;;;;;;
Dec;3;2015;478.38;466.88;483.88;466.12;2.41;;;;;;;
Dec;2;2015;467.12;471.25;473.38;465.62;-0.90;;;;;;;
Dec;1;2015;471.38;474.62;480.12;470.88;-0.89;;;;;;;
Nov;30;2015;475.62;476.62;480.38;475.12;-0.70;;;;;;;
Nov;27;2015;479.00;487.62;487.62;478.12;-1.77;;;;;;;
Nov;25;2015;487.62;488.38;492.38;487.38;-0.10;;;;;;;
Nov;24;2015;488.12;496.75;497.12;487.88;-1.86;;;;;;;
Nov;23;2015;497.38;487.25;499.62;485.88;1.69;;;;;;;
Nov;20;2015;489.12;489.38;494.88;486.38;-0.25;;;;;;;
Nov;19;2015;490.38;483.00;492.75;481.62;1.45;;;;;;;
Nov;18;2015;483.38;487.38;490.25;480.62;-0.90;;;;;;;
Nov;17;2015;487.75;493.50;494.00;484.62;-1.24;;;;;;;
Nov;16;2015;493.88;494.88;498.00;490.50;-0.45;;;;;;;
Nov;13;2015;496.12;496.50;499.75;491.62;-0.30;;;;;;;
Nov;12;2015;497.62;496.00;500.50;492.38;0.50;;;;;;;
Nov;11;2015;495.12;491.88;498.00;490.38;0.76;;;;;;;
Nov;10;2015;491.38;502.38;503.75;488.12;-2.04;;;;;;;
Nov;9;2015;501.62;520.38;521.25;501.38;-4.06;;;;;;;
Nov;6;2015;522.88;524.75;526.00;517.88;-0.57;;;;;;;
Nov;5;2015;525.88;524.50;529.00;520.38;-0.09;;;;;;;
Nov;4;2015;526.38;516.12;530.75;508.38;1.94;;;;;;;
Nov;3;2015;516.38;507.62;516.62;506.00;1.67;;;;;;;
Nov;2;2015;507.88;521.38;522.75;506.88;-2.73;;;;;;;
Oct;30;2015;522.12;515.25;523.75;515.12;1.31;;;;;;;
Oct;29;2015;515.38;505.75;517.25;505.12;1.88;;;;;;;
Oct;28;2015;505.88;507.62;508.75;500.12;-0.64;;;;;;;
Oct;27;2015;509.12;509.88;518.00;506.62;-0.05;;;;;;;
Oct;26;2015;509.38;493.62;512.00;493.62;3.82;;;;;;;
Oct;23;2015;490.62;490.50;494.25;484.88;-0.05;;;;;;;
Oct;22;2015;490.88;494.75;500.50;490.62;-0.76;;;;;;;
Oct;21;2015;494.62;491.88;497.50;490.38;0.82;;;;;;;
Oct;20;2015;490.62;486.38;491.62;483.62;1.08;;;;;;;
Oct;19;2015;485.38;491.38;493.50;484.38;-1.42;;;;;;;
Oct;16;2015;492.38;502.62;505.88;489.88;-1.94;;;;;;;
Oct;15;2015;502.12;507.25;512.75;502.12;-1.23;;;;;;;
Oct;14;2015;508.38;518.38;519.75;507.62;-2.02;;;;;;;
Oct;13;2015;518.88;507.00;521.75;505.12;2.37;;;;;;;
Oct;12;2015;506.88;507.38;510.62;503.38;-0.25;;;;;;;
Oct;9;2015;508.12;511.00;519.50;504.62;-0.59;;;;;;;
Oct;8;2015;511.12;516.00;522.00;509.38;-1.06;;;;;;;
Oct;7;2015;516.62;525.38;531.50;515.12;-1.76;;;;;;;
Oct;6;2015;525.88;514.62;526.62;513.12;1.94;;;;;;;
Oct;5;2015;515.88;512.38;518.00;508.88;0.63;;;;;;;
Oct;2;2015;512.62;516.75;523.00;512.62;-1.04;;;;;;;
Oct;1;2015;518.00;512.38;523.75;511.88;1.12;;;;;;;
Sep;30;2015;512.25;503.38;515.50;498.38;1.66;;;;;;;
Sep;29;2015;503.88;505.88;509.75;500.62;-0.44;;;;;;;
Sep;28;2015;506.12;508.50;515.50;500.38;-0.39;;;;;;;
Sep;25;2015;508.12;497.88;510.50;496.38;2.21;;;;;;;
Sep;24;2015;497.12;506.00;509.00;496.88;-2.07;;;;;;;
Sep;23;2015;507.62;494.25;508.50;493.88;2.47;;;;;;;
Sep;22;2015;495.38;496.38;496.50;488.38;-0.25;;;;;;;
Sep;21;2015;496.62;486.25;499.25;480.62;2.05;;;;;;;
Sep;18;2015;486.62;481.62;489.00;480.12;1.20;;;;;;;
Sep;17;2015;480.88;488.25;489.75;480.88;-1.64;;;;;;;
Sep;16;2015;488.88;494.12;495.00;483.12;-1.21;;;;;;;
Sep;15;2015;494.88;500.62;503.25;492.38;-1.30;;;;;;;
Sep;14;2015;501.38;486.38;501.62;485.88;3.35;;;;;;;
Sep;11;2015;485.12;477.88;485.50;468.62;1.46;;;;;;;
Sep;10;2015;478.12;472.25;479.50;471.50;1.16;;;;;;;
Sep;9;2015;472.62;473.00;481.00;471.12;-0.53;;;;;;;
Sep;8;2015;475.12;469.12;476.62;469.12;1.71;;;;;;;
Sep;4;2015;467.12;465.88;469.62;463.12;0.48;;;;;;;
Sep;3;2015;464.88;479.25;479.38;464.88;-2.97;;;;;;;
Sep;2;2015;479.12;486.12;490.00;476.62;-1.34;;;;;;;
Sep;1;2015;485.62;484.12;491.50;482.12;0.05;;;;;;;
Aug;31;2015;485.38;484.12;485.88;476.62;1.62;;;;;;;
Aug;28;2015;477.62;484.88;487.75;476.12;-1.47;;;;;;;
Aug;27;2015;484.75;490.75;495.38;481.62;-1.27;;;;;;;
Aug;26;2015;491.00;498.38;499.88;488.38;-1.11;;;;;;;
Aug;25;2015;496.50;504.12;511.25;492.62;-1.54;;;;;;;
Aug;24;2015;504.25;498.12;504.38;487.50;0.98;;;;;;;
Aug;21;2015;499.38;504.50;507.12;495.75;-0.94;;;;;;;
Aug;20;2015;504.12;495.75;507.62;495.50;1.59;;;;;;;
Aug;19;2015;496.25;494.88;498.38;491.12;0.15;;;;;;;
Aug;18;2015;495.50;500.00;503.38;493.38;-1.02;;;;;;;
Aug;17;2015;500.62;503.62;508.75;498.50;-1.04;;;;;;;
Aug;14;2015;505.88;503.12;512.00;497.88;0.50;;;;;;;
Aug;13;2015;503.38;492.75;504.62;492.12;1.95;;;;;;;
Aug;12;2015;493.75;507.38;514.62;484.12;-2.64;;;;;;;
Aug;11;2015;507.12;522.88;524.38;504.12;-3.15;;;;;;;
Aug;10;2015;523.62;511.88;529.88;509.38;2.55;;;;;;;
Aug;7;2015;510.62;508.12;513.88;503.88;0.69;;;;;;;
Aug;6;2015;507.12;502.12;514.12;498.38;0.90;;;;;;;
Aug;5;2015;502.62;494.38;504.62;492.12;1.80;;;;;;;
Aug;4;2015;493.75;499.75;506.88;491.38;-1.42;;;;;;;
Aug;3;2015;500.88;497.12;500.88;490.62;0.55;;;;;;;
Jul;31;2015;498.12;497.12;503.38;495.88;0.15;;;;;;;
Jul;30;2015;497.38;496.38;504.38;493.88;0.28;;;;;;;
Jul;29;2015;496.00;511.75;512.38;495.88;-3.15;;;;;;;
Jul;28;2015;512.12;502.88;512.38;501.88;1.99;;;;;;;
Jul;27;2015;502.12;510.62;511.62;501.38;-2.00;;;;;;;
Jul;24;2015;512.38;520.50;523.38;509.62;-1.94;;;;;;;
Jul;23;2015;522.50;516.62;526.62;516.62;1.19;;;;;;;
Jul;22;2015;516.38;524.25;528.12;515.38;-1.43;;;;;;;
Jul;21;2015;523.88;533.50;537.62;523.88;-2.03;;;;;;;
Jul;20;2015;534.75;551.00;551.00;530.62;-3.52;;;;;;;
Jul;17;2015;554.25;560.75;561.25;546.25;-1.49;;;;;;;
Jul;16;2015;562.62;566.88;573.75;561.88;-0.79;;;;;;;
Jul;15;2015;567.12;568.88;569.38;558.88;-0.66;;;;;;;
Jul;14;2015;570.88;575.00;582.38;569.50;-0.80;;;;;;;
Jul;13;2015;575.50;574.25;576.62;567.00;0.07;;;;;;;
Jul;10;2015;575.12;576.62;587.38;570.00;-0.39;;;;;;;
Jul;9;2015;577.38;576.38;586.12;575.38;-0.15;;;;;;;
Jul;8;2015;578.25;583.75;587.62;573.12;-1.05;;;;;;;
Jul;7;2015;584.38;592.88;593.12;578.38;-1.77;;;;;;;
Jul;6;2015;594.88;585.50;599.62;572.38;1.13;;;;;;;
Jul;3;2015;588.25;588.25;588.25;588.25;0.00;;;;;;;
Jul;2;2015;588.25;587.50;600.62;574.12;0.17;;;;;;;
